aquaCultureRegistryVersion,localityNo,municipality,municipalityNo,name
1299,12366,FRØYA,5014,Raskjæret
1299,28636,FRØYA,5014,Rataren
1299,31959,FRØYA,5014,Rataren II
1299,31958,ÅFJORD,5058,Ratvika
445,30817,OSEN,5020,Raudøya
62,29657,SØGNE,1018,Rauna
322,23935,VINDAFJORD,1160,Raunes I
322,24017,VINDAFJORD,1160,Raunes II
1299,13867,SVEIO,4612,Raunevågen
1299,12406,HITRA,5056,Rauodden
1299,32997,VÅGAN,1865,Raven
1050,18095,GUOVDAGEAIDNU - KAUTOKEINO,5430,Reinslakteriet
1299,33477,SORTLAND,1870,Reinsnesøya
1299,31777,SØRFOLD,1845,Reinvika
1299,29116,SMØLA,1573,Reiråklakken
1299,12842,RAUMA,1539,Reistad
180,13789,SALANGEN,1923,Reite
1299,13887,HITRA,5056,Reitholmen
1299,37097,FLEKKEFJORD,4207,Rekevika
448,17120,SELJE,1441,Rekevika II
1299,10086,ALVER,4631,Rekeviki
1299,45020,STAD,4649,Rekvika
134,13286,LURØY,1834,Reløyhamn
1299,11072,MELØY,1837,Rendalsvik
114,29456,RØDØY,1836,Renga N
1299,22796,RØDØY,1836,Renga S
156,11049,LIERNE,1738,Rengen/Østborg
1299,17357,STAVANGER,1103,Rennaren
1299,29896,HEIM,5055,Renndalen
1299,10893,TRÆNA,1835,Rensøya N
1299,34097,RØDØY,1836,Reppen
1299,30657,LYNGDAL,4225,Revøy
1299,37737,TYSNES,4616,Rexstar
1299,18000,TINGVOLL,1560,Rimstad
89,24235,TINGVOLL,1560,Rimstad Sjø
1299,27395,AUKRA,1547,Rindarøy
1299,12784,HITRA,5056,Ringholmen
1299,11964,TYSVÆR,1146,Ringja
1299,14795,LØDINGEN,1851,Rinøyvåg Ø
415,11702,GULEN,1411,Risholmen
1299,12832,LILLESAND,4215,Risholmen
96,10293,BØMLO,1219,Risøy Ø
1299,36697,ØYGARDEN,4626,Risøyna
1299,21495,NÆRØYSUND,5060,Risværgalten
1299,21176,HAMARØY,1875,Risvik
1299,10822,ALTA,5601,Rivarbukt
1299,36957,TINN,4026,Rjukan I
1299,36977,TINN,4026,Rjukan II
1299,10381,Indre Fosen,5054,Rødberg
240,13619,VÅGSØY,1439,Rødhjelle I
240,13618,VÅGSØY,1439,Rødhjelle II
1222,39057,ALSTAHAUG,1820,Rødøya
1042,20756,SVEIO,4612,Rødspollen
1299,13804,TROMSØ,5501,Rogndalen
1299,12281,HARAM,1580,Rogne
79,19800,HARAM,1534,Rogneleira
522,37997,BJUGN,5017,Rognsteinan
1299,45079,ØRLAND,5057,Rognsteinan
1299,16895,BØMLO,4613,Rogøysund
440,12867,AVERØY,1554,Rokset
59,18695,ULVIK,1233,Rondestveit
121,27596,SYKKYLVEN,1528,Røneset
1299,45128,SYKKYLVEN,1528,Røneset
1299,29276,ØYGARDEN,4626,Rongøy
1299,35157,ØYGARDEN,4626,Rongøyna II
1299,35177,ØYGARDEN,4626,Rongøyna III
69,10393,ENGERDAL,0434,Rønningen
1299,12209,VOLDA,1577,Rønstad
1299,14855,SØR-VARANGER,5605,Ropelv
1286,39397,VEGA,1815,Rørskjæran S
463,19517,ØYGARDEN,1259,Rorsundet N
1299,45030,GULEN,4635,Rørvikneset I
1299,45031,GULEN,4635,Rørvikneset II
1299,45063,RØDØY,1836,Rosøy
1299,12018,KVAM,4622,Rossholmen
1299,12003,STAVANGER,1103,Rossholmen N
1299,45151,AUSTEVOLL,4625,Rossmunholmen
442,12126,KVINNHERAD,1224,Rossnes
1299,11122,GILDESKÅL,1838,Røssøya N
53,11125,GILDESKÅL,1838,Røssøya V
93,14262,HAMARØY,1849,Røsvik
443,10475,MELØY,1837,Rotholmen
607,11883,SULDAL,1134,Rotnes
1299,11770,ØYGARDEN,4626,Rotøy
95,21956,AURE,1576,Rotøyholman S
121,12911,TINGVOLL,1560,Røttingsnes
435,11430,SALANGEN,1923,Rotvik
1299,31097,SALANGEN,5522,Rotvika
1299,38717,HAUGESUND,1106,Røvær
1299,10412,NAMSOS,5007,Røyklibotn
1299,12298,GISKE,1532,Røysa
1299,11431,SENJA,5530,Rubbestad
308,13553,SOGNDAL,1420,Rudsviki
62,13265,HITRA,1617,Ruggelskjæra
1299,37197,FRØYA,5014,Ruggstein
1299,13612,STAD,4649,Rundreimstranda
1299,12821,INDERØY,5053,Rundhaugen
1299,45042,LURØY,1834,Rundholman I
1299,12794,ØRLAND,5057,Rundklumpen
1299,16015,NORDREISA,5544,Russelva
463,16875,NAUSTDAL,1433,Russenes
235,31057,AURE,1576,Russholmen
1161,13335,GJESDAL,1122,Selvikstakk
1299,37037,SIRDAL,4228,Rutlebekk
418,15519,TRYSIL,0428,Ruud
1299,10076,ALVER,4631,Rylandsvåg
331,12962,FINNØY,1141,Rygjabø
110,30277,SUNNDAL,1563,Rykkjem
192,11817,BREMANGER,1438,Ryland
1299,45190,HAMMERFEST,5603,Rypefjord
460,17056,LEBESBY,2022,Rypøya
121,27837,BRØNNØY,1813,Rysteinvika
1299,13681,NÆRØYSUND,5060,Ryumsjøen Reipholmen
93,10222,AURE,1576,Sæterbukta
1299,35737,BRØNNØY,1813,Sæterosen
1299,13131,HATTFJELLDAL,1826,Sæterstad Gård
1299,12639,OSEN,5020,Sætran
1299,12190,GULEN,4635,Sætre
1299,13671,VESTNES,1535,Sætre
1299,10141,BJØRNAFJORDEN,4624,Sævareid
527,11619,BØMLO,4613,Sæverudsøy
84,14515,BERGEN,1201,Saganeset
69,12931,RE,0716,Sagbekken
1299,45015,KVINESDAL,4227,Sagebukta
1299,12813,Indre Fosen,5054,Sagelva
1299,13249,ØRSTA,1520,Sagelva
1299,15235,OSTERØY,4630,Sagelva
1299,12131,SAMNANGER,4623,Sagen
1299,32137,SAMNANGER,4623,Sagen 2
1299,13183,BINDAL,1811,Saglifossen
1299,12460,AURE,1576,Sagosen
1299,28216,STORD,4614,Sagvåg
1299,10328,KVAM,4622,Sagvik
1299,30957,HAMARØY,1875,Salaluokta
1299,13597,SALANGEN,5522,Salangslia
1299,36357,SALANGEN,5522,Salangsverket
1299,34857,FRØYA,5014,Salatskjæra
1299,13180,NÆRØYSUND,5060,Salsbruket
1299,13740,NAMSOS,5007,Saltbuodden
234,13516,TROMSØ,1902,Saltholmen
1299,12973,KVAM,4622,Saltkjelen I
1299,12019,ULLENSVANG,4618,Saltkjelen II
1206,13748,NAMSOS,5007,Saltkjelvika
81,25955,AUSTEVOLL,1244,Saltkjerholmane
314,34517,STJØRDAL,1714,Saltøya Ø
1299,45211,SOLUND,4636,Saltskår
167,18437,SOLUND,1412,Saltskår IV
1299,45210,SOLUND,4636,Saltskår S
1038,29736,STAVANGER,1103,Saltskjer
76,13650,OSTERØY,1253,Saltverket
1299,28516,OSTERØY,4630,Saltverket
1299,11856,FLEKKEFJORD,4207,Salvågvika
235,10215,TINGVOLL,1560,Samuelsberga
1299,11413,ØKSNES,1868,Sandan Sø
1299,45139,NÆRØYSUND,5060,Sandbukta
1299,10170,GLOPPEN,4650,Sande
1299,45208,BÅTSFJORD,5632,Sandfjordneset
154,15402,VINDAFJORD,1160,Sandhamar S
1299,20096,VESTVÅGØY,1860,Sandholman
1299,31677,AUKRA,1547,Sandholmane
1299,39237,KINN,4602,Sandkvia
1299,13296,HADSEL,1866,Sandnes Ø
1299,12884,MOLDE,1506,Sandnesbukta
1299,36477,SKJERVØY,5542,Sandøra
130,12527,HVALER,0111,Sandøy
1299,35417,STEIGEN,1848,Sandøya
46,12995,ROAN,1632,Sandøya II Ø
1299,19135,ÅFJORD,5058,Sandøya III
1299,45173,MELØY,1837,Sandøyan
1299,45013,SØMNA,1812,Sandskjæret
928,11888,SULDAL,1134,Sandvik
1299,28416,VAKSDAL,4628,Sandvik
306,10914,BINDAL,1811,Sandvika
1299,13243,VOLDA,1577,Sandvika
260,24416,KVINNHERAD,1224,Sandvika
1299,15462,NORDKAPP,5620,Sarnes
1299,13035,AUSTEVOLL,4625,Sauaneset I
1299,16195,AUSTEVOLL,4625,Sauaneset II
1299,11758,ØYGARDEN,4626,Sauøy
1180,13641,ALVER,4631,Sauvågen Hjelmås
1047,33317,HAMMERFEST,5406,Segelnes
1299,19855,AURE,1576,Segelråa
208,29976,ALSTAHAUG,1820,Segelsøy
1299,17015,KVINNHERAD,4617,Seglberget
1263,34597,FRØYA,5014,Seiballskjæret
96,13141,NORDKAPP,2019,Seibukta
1299,10398,ÅFJORD,5058,Seiskjæra
1299,37857,HERØY I NORDLAND,1818,Seiskjæret
1299,45069,SOLUND,4636,Seiskjeret
1299,13706,KINN,4602,Seljeset
97,14837,SOLUND,1412,Seljeskorvikane
107,10420,NÆRØY,1751,Selliset
1299,45225,RØDØY,1836,Selsøy
1299,45051,RØDØY,1836,Selsøya
1299,36517,RØDØY,1836,Selsøyvær
192,18876,SUND,1245,Selstøvåg
1299,45064,ØYGARDEN,4626,Selstøvågen
249,12695,NÆRØY,1751,Selvågen
1299,14244,LEIRFJORD,1822,Selvågen
165,10027,KARMØY,1149,Selvlandsvik
323,12390,HITRA,1617,Sengsholmen
1299,30877,TROMSØ,5501,Sessøya
1299,12844,MOLDE,1506,Seterneset
1299,12244,MOLDE,1506,Setevika
1299,33017,MOLDE,1506,Setevika N
1299,45219,SORTLAND,1870,Sigerfjorden
1299,12235,VANYLVEN,1511,Sighaug
1299,11593,FITJAR,4615,Siglo S
1299,39577,KINN,4602,Silda
291,10070,SOLUND,1412,Simmarøy
1299,24115,HITRA,5056,Singsholmen
1299,40277,HÅ,1119,Sirevåg
1299,13530,ØKSNES,1868,Sjåneset
1299,12917,SUNNDAL,1563,Sjølseng
1299,12892,GJEMNES,1557,Sjølsvik
1299,18898,OSTERØY,4630,Skaftå
231,12186,OSTERØY,1253,Skaftå II
1299,20515,ØYGARDEN,4626,Skaganeset
1299,11540,BØMLO,4613,Skålevik
1299,12819,INDERØY,5053,Skalnestangen V
1299,11138,MELØY,1837,Skålsvika
165,26755,MELØY,1837,Skålsvika 2
1299,11636,ØYGARDEN,4626,Skålvik
252,28256,TYSNES,1223,Skår
238,21436,FINNØY,1141,Skarabergvågen
1042,13821,TYSNES,4616,Skåravågen
1299,20796,VESTNES,1535,Skarbukta
1299,13192,GÁIVUOTNA - KÅFJORD - KAIVUONO,5540,Skardalen
1299,10550,GRATANGEN,5516,Skardbergvika
1299,10216,HEIM,5055,Skåren
1299,32357,SKJERVØY,5542,Skaret
69,12827,SØR-ODAL,0419,Skårilldammen
1299,34137,SENJA,5530,Skårliodden
121,12206,VOLDA,1519,Skarsteinane
47,14984,BØ I NORDLAND,1867,Skårvågen
1299,11357,SENJA,5530,Skarvberget
60,13898,OS I HEDEMARK,0441,Skarvenget
106,20597,ØYGARDEN,1259,Skarveskjæret
1299,31457,SKJERVØY,5542,Skarvestein
1299,16255,SØR-VARANGER,5605,Skarvfjell
1299,45050,ALSTAHAUG,1820,Skarvhammaren
1299,21795,LØDINGEN,1851,Skarvhausen
442,14976,ALSTAHAUG,1820,Skarvøy Nv
1299,35437,HITRA,5056,Skarvøya
1299,37517,HERØY I MØRE OG ROMSDAL,1515,Skarvskjæret
169,12066,FUSA,1241,Skåtavågen
1299,34117,BJØRNAFJORDEN,4624,Skåtholmen
1299,19635,BØ I NORDLAND,1867,Skatleia
121,27135,GILDESKÅL,1838,Skaugvolløya
1299,28856,GILDESKÅL,1838,Skauholmen
1299,22315,BJØRNAFJORDEN,4624,Skavhella
1299,10868,BRØNNØY,1813,Skavika
198,13916,NESNA,1828,Skeivstadøya
1299,12048,BJØRNAFJORDEN,4624,Skiftesneset N
177,10327,FUSA,1241,Skiftesneset S
252,26738,FINNØY,1141,Skiftesvika
1299,11966,VINDAFJORD,1160,Skigelstrand
1299,10660,MÅSØY,5618,Skinnstakkvika
1299,39757,AUSTEVOLL,4625,Skiparvika
1299,11861,FLEKKEFJORD,4207,Skipningsdalen
1299,39657,BREMANGER,4648,Skipperdalsneset
203,16615,BODØ,1804,Skitneset
460,13326,TROMSØ,1902,Skittenelv
1299,39497,TROMSØ,5501,Skittenelv II
1299,45067,DYRØY,5528,Skjæret Sør
1299,11334,GRATANGEN,5516,Skjærvika
72,13315,LOPPA,2014,Skjåneset
443,26196,BRØNNØY,1813,Skjåvikodden
519,38817,BRØNNØY,1813,Skjåvikodden I
77,10042,SUND,1245,Skjelevik
1299,36179,AUSTEVOLL,4625,Skjelevika
1299,40317,AUSTEVOLL,4625,Skjelevika1
1299,36177,HARSTAD,5503,Skjellesvika
1299,45176,KRISTIANSUND,1505,Skjellingen
1299,36537,GILDESKÅL,1838,Skjellvik
1299,45109,FRØYA,5014,Skjelvika
177,12211,GLOPPEN,1445,Skjerdal
437,22195,FRØYA,5014,Skjerdingen
1299,20115,ØYGARDEN,4626,Skjerholmen N
1299,39417,NAMSOS,5007,Skjerpøyskjæra
1299,12158,SOGNDAL,4640,Skjersnes
1299,12159,SOGNDAL,4640,Skjersnes I
1299,27737,SKJERVØY,5542,Skjervøy
1299,33097,SKJERVØY,5542,Skjervøy V
1299,37797,FJORD,1578,Skjortneset II
1299,30757,SENJA,5530,Skog
1299,30117,SKJERVØY,5542,Skognes
1299,12042,BJØRNAFJORDEN,4624,Skogseidvatnet
1299,27956,BJØRNAFJORDEN,4624,Skogseidvatnet II
1299,28796,BJØRNAFJORDEN,4624,Skogseidvatnet III
1299,13531,DYRØY,5528,Skogshamn
1299,33157,VEGA,1815,Skogsholmen
1299,25315,FRØYA,5014,Skogsøya
460,17055,LEBESBY,2022,Skogvik
1299,37397,LEIRFJORD,1822,Skogvika I
499,11646,MASFJORDEN,1266,Skolmosen
1299,28296,KVÆFJORD,5510,Skommesvik
1299,10961,VEFSN,1824,Skonseng
1299,13177,HEIM,5055,Skorilla
1299,11737,GULEN,4635,Skorpa
232,10971,DØNNA,1827,Skorpa V
1299,11640,ØYGARDEN,4626,Skorpeosen
68,27676,FLORA,1401,Skorpetangen
1299,25896,TYSNES,4616,Skorpo
1299,32877,BJØRNAFJORDEN,4624,Skorpo
1299,12108,KVINNHERAD,4617,Skorpo Nv
1299,13739,NAMSOS,5007,Skorstad
1299,12192,ASKVOLL,4645,Skorva
1299,16515,KVITSØY,1144,Skota Ø
1299,45120,KVINNHERAD,4617,Skotberget
76,12080,KVINNHERAD,1224,Skottebergvika
1251,23695,STRANDA,1525,Skotungneset
1299,11326,DYRØY,5528,Skøyen
1299,38577,SOLUND,4636,Skreda
212,16160,BALSFJORD,1933,Skredan
1299,18657,HYLLESTAD,4637,Skredstivik
1299,12705,LEKA,5052,Skrosen
96,13538,BÅTSFJORD,2028,Skrovnes I
96,13815,BÅTSFJORD,2028,Skrovnes Y
1299,30997,NÆRØYSUND,5060,Skrubbholmen
1299,31117,BJØRNAFJORDEN,4624,Skrubbo
1299,15236,TROMSØ,5501,Skulgambukt
52,11317,HAMARØY,1849,Skutvik Havn
69,12539,ELVERUM,0427,Skybakkgrenda
1299,11273,FAUSKE,1841,Skysselvika V
1299,45062,EVENES,1853,Slaggen
1299,30777,HØYANGER,4638,Slantevika
1299,14676,DØNNA,1827,Slapøya N
1299,28096,KVINNHERAD,4617,Slåttenes
1299,45045,ALSTAHAUG,1820,Slåtterøya
1299,26155,HEIM,5055,Slåttholmen
455,28316,ÅFJORD,5018,Slåttøya
1299,13000,BRØNNØY,1813,Slåttvika
511,11811,FLORA,1401,Slettevika
1299,45174,LUND,1112,Slettevoll
1299,24456,FRØYA,5014,Slettholmene
1299,30417,KVÆNANGEN,5546,Slettneset
1299,10838,HAMMERFEST,5603,Slettnesfjord
1299,20815,ØRSTA,1520,Slettvika
1299,12712,LEKA,5052,Slokkholmen Ø
1299,45231,LURØY,1834,Slønga
1299,32237,LOPPA,5614,Sloppegrunn
95,16557,ALSTAHAUG,1820,Slotterøy Sø
1299,45092,ÅFJORD,5058,Smælingen
1299,39797,NÆRØYSUND,5060,Småholman
109,14235,DØNNA,1827,Småholman Sv
1299,11939,STAVANGER,1103,Smal Skar
327,13724,SNILLFJORD,1613,Småskjæra
1299,35337,TROMSØ,5501,Småvær
103,11329,GRATANGEN,1919,Småvik
1299,40037,TYSVÆR,1146,Smedholmen
1299,45125,AVERØY,1554,Smedvågen
1299,45126,AVERØY,1554,Smedvågen II
1299,29356,NAMSOS,5007,Smineset N
1299,12154,MASFJORDEN,4634,Smørdalen
322,23975,TYSVÆR,1146,Smørdalsvika
1299,45008,BREMANGER,4648,Smørhamn
1299,36197,BREMANGER,4648,Smørhamn II
1299,13128,ELVERUM,3420,Snippen
167,11718,SOLUND,1412,Søkinga
319,11959,STRAND,1130,Solbakk
106,12959,SØNDRE LAND,0536,Solbakken
1299,10173,FROGN,3214,Solbergstrand
1299,27476,KARLSØY,5534,Solheim
445,13627,TYSVÆR,1146,Søllesvik N
1299,11605,FITJAR,4615,Soløy Ø
1299,13291,FLAKSTAD,1859,Soløya
1299,38477,AURE,1576,Solskjeløya
1299,27436,SMØLA,1573,Solværet
1181,13668,LUSTER,4644,Solvorn
1299,13032,BØMLO,4613,Sølvøyane
1299,45143,SMØLA,1573,Sølvskjæret
1299,10276,ALTA,5601,Sommarbukt
455,19915,SKJERVØY,1941,Sommerfjøssletta
1299,45218,SAUDA,1135,Sønnåhamn
512,14285,TVEDESTRAND,0914,Sønningen
1299,38297,HERØY I NORDLAND,1818,Sør Gåsvær
1299,12177,HØYANGER,4638,Sørebø
1299,39557,GULEN,4635,Sørestrand
1299,23375,HØYANGER,4638,Sørevik
1299,13946,DYRØY,5528,Sørfjorden
1299,31837,SØRFOLD,1845,Sørfjorden Stamfiskanlegg
1299,25295,VÆRØY,1857,Sørlandsbukta
1299,26355,VÆRØY,1857,Sørlandsvika 2
1299,15375,FRØYA,5014,Sørøyflesa
69,12542,ELVERUM,0427,Sørskogbygda
1299,35318,DYRØY,5528,Sortevika
1299,39697,BODØ,1804,Sørvær Øst
1299,36017,HERØY I NORDLAND,1818,Sørværet
1299,10040,FITJAR,4615,Sørvik
1299,13936,HADSEL,1866,Sørvika
494,13915,VIKNA,5050,Sørvikvågen
1299,11615,FITJAR,4615,Spannsholmen
1299,13865,SØR-VARANGER,5605,Spergittklubben
95,20518,ØKSNES,1868,Spira
154,21218,TYSVÆR,1146,Spissøy Nø
108,11692,LINDÅS,1263,Spjotøy
47,13890,HEMNE,1612,Sponlandet
1299,38177,ÅLESUND,1508,Sponvikfluna
1299,34297,TJELDSUND,5512,Stabben
1299,10435,VEVELSTAD,1816,Stakkvika
243,10061,ØYGARDEN,1259,Staksvåg
1299,11596,AUSTEVOLL,4625,Ståløy
43,19399,STORDAL,1526,Stamnesbugen
1299,12278,ØRSTA,1520,Standal Y
1299,28896,RØDØY,1836,Stangholmen
1299,40017,HAMMERFEST,5603,Stangnes
1299,45046,NÆRØYSUND,5060,Stasøya
59,12743,BJUGN,1627,Stefføya
1299,34558,AUSTEVOLL,4625,Stegavåg
1299,15396,ASKVOLL,4645,Steiehalsen
1299,32697,HADSEL,1866,Steilo
87,23115,NÆRØY,1751,Steinan
502,35217,NÆRØY,5051,Steinan II
1299,30537,LEKA,5052,Steinflesa
44,30056,AURE,1576,Steinholmen
1299,34557,AUSTEVOLL,4625,Steinneset
512,14995,TVEDESTRAND,0914,Steinsøya
1299,12222,VOLDA,1577,Steinsvik
1299,13708,KINN,4602,Steinvik
1299,10825,LOPPA,5614,Steinviknes
1299,11263,SALTDAL,1840,Steppan
1230,37577,NÆRØYSUND,5060,Stevika
269,10736,LYNGEN,1938,Stigen
1299,13290,GILDESKÅL,1838,Stigvika
1299,11525,AUSTEVOLL,4625,Stille S
412,15395,FJALER,1429,Stivika
95,15135,ØKSNES,1868,Stø
1299,31217,VEVELSTAD,1816,Stokkasjøen
412,11486,BØMLO,1219,Stokkavik
1299,12233,STAD,4649,Stokkeneset
1299,12329,SANDE I MØRE OG ROMSDAL,1514,Stokkset
1299,19015,HEIM,5055,Stokkvika
1299,11649,ALVER,4631,Stolane
607,12965,TYSVÆR,1146,Stølsvik
695,12933,RISØR,4201,Stomber
1299,45102,RISØR,4201,Stombu Øst
1299,45103,RISØR,4201,Stombu Vest
108,12702,NÆRØY,1751,Stor-Hestvika
109,13583,VIKNA,1750,Stor-Ravnholmen
60,12629,FLATANGER,1749,Storbrandholmen
74,12377,FRØYA,1620,Storbrannøya
506,10574,SKJERVØY,1941,Storbukt
1299,15956,SØR-VARANGER,5605,Storbukt
1299,45147,NORDKAPP,5620,Storbukt
1299,10417,NÆRØYSUND,5060,Storbukta
460,17057,LEBESBY,2022,Store Brattholmen
1299,10974,LURØY,1834,Store Bukkøy N
1299,36099,MÅSØY,5618,Store Kobbøy
1299,10839,ALTA,5601,Store Kufjord
1299,10281,ALTA,5601,Store Kvalfjord
1299,10789,ALTA,5601,Store Lerresfjord
1299,11971,SANDNES,1108,Store Teistholmen Ø
1299,19519,AUSTEVOLL,4625,Storebø
1299,45214,AUSTEVOLL,4625,Storebø II
241,11496,AUSTEVOLL,1244,Storebøvågen Ø
1299,11788,KINN,4602,Storekrok I
1299,12986,ØRSTA,1520,Storelva
1299,30217,SKJERVØY,5542,Storelva
1299,10741,STORFJORD - OMASVUOTNA - OMASVUONO,5538,Storelva Elvevollen
1299,11426,SENJA,5530,Storelva I Berg
1299,11700,GULEN,4635,Storeneset
87,19840,SULA,1531,Storevalen
1299,13206,SOLUND,4636,Storevatn
508,13842,FLORA,1401,Storevatnet
1299,13568,ASKVOLL,4645,Storevik
1299,35817,BODØ,1804,Storevika
1299,11492,FITJAR,4615,Storevikholmen
1299,13593,VÅGAN,1865,Storfjell
1299,45189,FRØYA,5014,Storflua
136,10336,LINDÅS,1263,Storgjel
159,12430,FRØYA,1620,Storhallaren
1299,24535,ALTA,5601,Storholmen
47,10985,DØNNA,1827,Storlauvøya V
1299,10311,HYLLESTAD,4637,Storlia
1299,11290,HAMARØY,1875,Stormneset
69,12773,ALVDAL,0438,Stormoen
1299,45086,KVÆFJORD,5510,Stormulen
1299,20776,ASKØY,4627,Storoksen
203,13011,IBESTAD,1917,Storoldran
422,11301,LØDINGEN,1851,Storøy Nv
1299,13204,SVEIO,4612,Storøy Ø
1299,11298,LØDINGEN,1851,Storøya Nø
1299,38017,STEIGEN,1848,Storskjæret
1299,31338,AURE,1576,Storskjeret
1299,19016,HITRA,5056,Storskogøya
1299,13566,ALVER,4631,Storskrebukti
44,23315,LYNGEN,1938,Storsteinnes
1299,10436,VEVELSTAD,1816,Storsteinsvika
1299,40237,HEMNES,1832,Storsteinvika
1299,13124,RØDØY,1836,Storstrompan
289,10875,VEVELSTAD,1816,Storurdvika
1166,10231,AURE,1576,Storvik
1299,13316,LOPPA,5614,Storvik
99,12434,AURE,1576,Storvika
1299,13125,MELØY,1837,Storvika
93,14260,HAMARØY,1849,Storvika
59,15037,LINDÅS,1263,Storvika
1299,15461,NORDKAPP,5620,Storvika
274,21517,SØRFOLD,1845,Storvika
1299,22335,HUSTADVIKA,1579,Storvika
1299,32397,BODØ,1804,Storvika I Skjerstadfjorden
1299,10552,SALANGEN,5522,Storvika III
233,13944,DYRØY,1926,Storvika IV
1299,23055,DYRØY,5528,Storvika V
1299,10421,NÆRØYSUND,5060,Storvikbukta
1299,45166,NESNA,1828,Storvikneset
207,21955,VOLDA,1519,Støylen
1299,45197,VOLDA,1577,Støylen
416,11858,FLEKKEFJORD,1004,Støytland
60,13175,ALVDAL,0438,Strålsjøåsen
1299,12536,HVALER,3110,Strand
1299,36897,STRAND,1130,Strand Vgs
108,13608,HYLLESTAD,1413,Stranda
327,13892,HITRA,1617,Strandabukta
1299,10753,KARLSØY,5534,Strandmo
115,11710,GULEN,1411,Straume
59,15036,LINDÅS,1263,Straumen
1299,33857,Indre Fosen,5054,Straumen
501,37257,ÅFJORD,5018,Straumen
1299,45055,ÅFJORD,5058,Straumen
469,12809,INDRE FOSEN,5054,Straumen I Botnen
1299,12081,ULLENSVANG,4618,Straumneset
1299,45178,BØ I NORDLAND,1867,Straumsjøen
99,11521,BØMLO,1219,Straumsvika
1299,22435,HADSEL,1866,Stretarneset
1299,11175,VÅGAN,1865,Strømnes Skole
1299,11648,ASKØY,4627,Strømsnes
139,10599,BRØNNØY,1813,Strumpvika
161,11341,SKÅNLAND,1913,Strupebukta Sør
1299,26235,SVEIO,4612,Stualand
1299,11552,ØYGARDEN,4626,Stuholmen
442,11206,VESTVÅGØY,1860,Styrvollholmen
330,11483,HAUGESUND,1106,Suggevågen
1299,36100,SMØLA,1573,Suholmen
1299,12075,KVINNHERAD,4617,Sundal
1299,19396,KVINNHERAD,4617,Sunde
300,12741,BJUGN,1627,Sundsetskjæra
1299,29316,GILDESKÅL,1838,Sundsfjord
1214,35457,GILDESKÅL,1838,Sundsfjord II
1299,29376,DØNNA,1827,Sundsøy
1299,23735,ÅFJORD,5058,Sunnskjør
1299,12672,NAMSOS,5007,Survik
1299,39717,NÆRØYSUND,5060,Svaberget
247,20538,VINDAFJORD,1160,Svalland
1299,39617,SMØLA,1573,Svanøya
154,20895,TYSVÆR,1146,Svartaberget
1299,18775,NAMSOS,5007,Svartåsen
486,10798,KVÆNANGEN,1943,Svartberget
1299,45000,KVÆNANGEN,5546,Svartberget
466,10163,SOGNDAL,1420,Svarteberget
463,12229,BREMANGER,1438,Svartekari
1299,45084,BREMANGER,4648,Svartekari
1299,11748,ØYGARDEN,4626,Svartevika
1299,11312,STEIGEN,1848,Svartfjell
421,10378,BJUGN,1627,Svartholbakken
1299,39817,GULEN,4635,Svartholmen
1299,18076,VARDØ,5634,Svartnes
1299,31817,IBESTAD,5514,Svartskjær
1299,12748,ÅFJORD,5058,Svartskjæret Ø
1299,12074,ULLENSVANG,4618,Svåsandneset
104,13091,OSEN,1633,Svefjorden
183,12865,AVERØY,1554,Sveggevika
1299,11776,KINN,4602,Sveholmane
97,17655,BØMLO,1219,Sveholmen
1299,13727,HITRA,5056,Svellungen
69,13173,NORDRE LAND,0538,Svendslien
1299,10305,SOLUND,4636,Sveneset
76,12522,TYNSET,0437,Sverja
60,13895,RINGSAKER,0412,Sveum
91,11960,SANDNES,1102,Svihus
175,14456,RENNESØY,1142,Svinavika
1299,40118,ANDØY,1871,Svindalen I
1299,11813,FJALER,4646,Svinøy V
319,11228,ØKSNES,1868,Svinøya Ø
1299,11144,RØDØY,1836,Svinvær
1299,22955,VINDAFJORD,1160,Svollandsneset
1299,21975,KVINNHERAD,4617,Svortevik
96,13280,VEVELSTAD,1816,Svortvika
1299,13228,KVINNHERAD,4617,Sydnessund
239,10545,TORSKEN,1928,Sylsnes
1299,13196,ØYGARDEN,4626,Syltøy
135,11030,HERØY I NORDLAND,1818,Synstholmen
1299,38537,FRØYA,5014,Synstøy-Bremøya
482,29836,FRØYA,5014,Synstøya
1299,10309,ØYGARDEN,4626,Syrtangen
95,25675,VANYLVEN,1511,Syvdsnes-Stranda
245,34438,VANYLVEN,1511,Syvdsnesstranda
1299,18355,FJORD,1578,Tafjord
1299,38697,ÅFJORD,5058,Takflua
1299,37777,STAVANGER,1103,Talgje
607,20577,SULDAL,1134,Tandraneset
512,14996,TVEDESTRAND,0914,Tangferholmen
1299,34417,FRØYA,5014,Taraskjæra
459,10582,FLEKKEFJORD,1004,Tarmevikodden
1299,16165,BODØ,1804,Tårnvika
1152,11961,STRAND,1130,Tauvågen
1299,45141,UTSIRA,1151,Tednevik
1299,26575,SULDAL,1134,Teigane
112,17715,GRANVIN,1234,Teigen
1299,13057,KVAM,4622,Teigland I
183,18635,HAREID,1517,Teineberget
69,11566,OS I HORDALAND,1243,Teinevika
499,11832,FLORA,1401,Teisthalsen
148,10491,VESTVÅGØY,1860,Teistholmen I
53,11194,VESTVÅGØY,1860,Teistholmen II
