is_slaughter_boat,is_wellboat,mmsi,ship_register_vessel_type,ship_register_vessel_type_name_en,ship_register_vessel_type_name_no,ship_type,vessel_name
false,false,257485800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,LUTEN
false,false,257946700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,LYA
false,false,258018560,9C,PLEASURE CRAFT/YACHT,FRITIDSFARTØY,60,LYN
false,false,257269600,5B1,PASSENGER SHIP,PASSASJERSKIP,40,LYNA
false,false,257784800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,LYNET 2
false,false,259023310,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,LYNGHOLM
false,false,257017340,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,LYNGØY
false,false,257994900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,LYNGØY
false,false,257721700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,LYNGVÆR
false,false,257007150,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,LYNX
false,false,258305000,5I5,CATAMARAN PASSENGER/GENERAL CARGO,KATAMARAN KOMB. PASSASJER/STYKKGODS,60,LYSEFJORD
false,false,257078960,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,LYSHOLMEN
false,false,258004710,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,LYSING
false,false,258535110,,,,56,M S ARNOLD
false,false,257685800,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,M. YTTERSTAD
false,false,941500961,,,,0,MAAKEN BUOY 74
false,false,257094860,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,60,MADAM SUSSEMEL
false,false,257502700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MADELEINE
false,false,259027840,,,,40,MADS
false,false,257035410,,,,70,MADS KRISTIAN
false,false,257992500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MAGNUS
false,false,258592000,7C4,PATROL VESSEL,PATRULJEFARTØY,35,MAGNUS LAGABØTE
false,false,257737500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MAJA 2
false,false,258191500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MAJESTIX
false,false,257031410,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,MALANGSFJORD
false,false,257119220,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MALENA
false,false,258346500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,37,MÅLFRID
false,false,257904800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,MALI
false,false,258219280,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MALIN
false,false,258001980,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MALIN 
false,false,257070970,9C,PLEASURE CRAFT/YACHT,FRITIDSFARTØY,70,MALKENES
false,false,259009250,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MÅLØY
false,false,257011630,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,MAR FORTUNE
false,false,257814900,,,,90,MARAA
false,false,702106000,,,,50,MARCUS
false,false,257516900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARI
false,false,258528210,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,20,MARIA
false,false,258022080,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARIA
false,false,257026120,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARIA
false,false,257934700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARIANN
false,false,257174220,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MARIANNE
false,false,257659600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARIANNE S
false,false,258442000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MARIE EMILIE
false,false,257364500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,MARINA
false,false,257557700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MARINA OCEAN
false,false,257004700,,,,70,MARINEFJORD
false,false,257743700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,MARION
false,false,259014700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,50,MARION
false,false,258022090,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARIT
false,false,257538600,9C,PLEASURE CRAFT/YACHT,FRITIDSFARTØY,30,MARIT
false,false,257070600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,MARITA
false,false,258024850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARITA
false,false,257036890,,,,70,MARIUS II
false,false,258225500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARKUS
false,false,357122890,,,,54,MARLIN
false,false,257027750,,,,99,MAROEY PIONEER
false,false,257707900,,,,70,MAROY
false,false,259453000,5I5,CATAMARAN PASSENGER/GENERAL CARGO,KATAMARAN KOMB. PASSASJER/STYKKGODS,40,MÅRØY
false,false,257808600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MARØY VIKING
false,false,257077850,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MÅRØYFJORD II
false,false,259028270,,,,70,MAROYSUND
false,false,257336800,5K1,SMALL CAPACITY PASSENGER SHIPS & FERRIES,FARTØY MED BEGRENSET PASSASJERBEFORDRING,20,MARØYSUND
false,true,257580000,3H,WELL BOAT,BRØNNFARTØY,99,MARSALI
false,false,257721500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MARTA AUD
false,false,257618500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MARTIN
false,false,257996000,3B,BULK CARRIER,BULKSKIP: VANLIG BULK,70,MARTIN H
false,false,257723500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MARTTA
false,false,257086980,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,50,MASKULIN
false,false,257086760,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,MÅSØFISK
false,false,257572800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,75,MÅSSKE
false,false,257011430,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,MÅSVÆR
false,false,257237700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MATHEA
false,false,257055590,,,,70,MATHILDE
false,false,258138500,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,60,MAUD
false,false,258012490,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MAUREL
false,false,257971700,,,,70,MAUREN
false,false,259320000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,75,MAURSUND
false,false,257614800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MAX
false,false,257069840,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,MAXIMUS
false,false,257699900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,MAXØYE
false,false,257380120,,,,30,MAY VANJA
false,false,257172800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,MAYA
false,false,257124170,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MB18
false,false,259026070,,,,35,MDK POLAR 1
false,false,257152620,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MEA
false,false,257099340,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MEHOLM
false,false,257526600,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MEHOLMEN
false,false,257148900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,MELAKS
false,false,257060220,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,51,MELIBRA
false,false,257157120,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MELØYBAS
false,false,257770000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MELØYFJORD
false,false,258993000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,MERCATOR
false,false,257177500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MERRICK
false,false,257034300,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,MEVÆR
false,false,257031840,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MEVIND
false,false,258101000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,37,MEVIND
false,false,258304500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MH AGDER
false,false,257231620,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MIA
false,false,257465500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MIDØY VIKING
false,false,257304700,5B1,PASSENGER SHIP,PASSASJERSKIP,69,MIDTHORDLAND
false,true,259662000,3H,WELL BOAT,BRØNNFARTØY,99,MIGDALE
false,false,257044180,9E1,BARGE,LEKTER,99,MILJØFLÅTEN
false,false,257070680,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,MIMMI
false,false,257786800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MINI SERVER
false,false,257720500,,,,34,MINJITA
false,false,257391800,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,52,MIR
false,false,258000330,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,MIRA
false,false,257029810,8K1,DRY FODDER BOAT,FORINGSBÅT,79,MIRIAM
false,false,257903800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,MISUND
false,false,257075200,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,MJØLNER
false,false,258008390,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MJØLNER
false,false,257095350,,,,30,MMNUEJ IQ 0 A
false,false,982587780,,,,51,MOB GADUS POSEIDON
false,false,982570156,,,,70,MOB HORDAGUT
false,false,258006890,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOEN 1
false,false,258009300,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MOEN 343
false,false,258013490,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOEN ARCTIC
false,false,258027880,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,MOEN ASTOR
false,false,258017680,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOEN ELECTRIC
false,false,258012230,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOEN NÆRØYSUND
false,false,258002030,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOEN NAMDAL
false,false,257129970,,,,70,MOENDALSTIND
false,false,257104720,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MOHOLMEN
false,false,257658900,5I1,CATAMARAN,KATAMARAN,79,MØKSTRANISSEN
false,false,257037460,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,MOLJA
false,false,257124990,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MØLLVIK
false,false,258029000,7A1,TUG,SLEPEBÅT,52,MOLLY
false,false,257874800,,,,22,MOLLY
false,false,257223800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MOLOKIN
false,false,258317500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MONICA
false,false,257131750,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MONIQUE
false,false,257955600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MONSØY
false,false,259020730,5K2,SMALL CAPACITY AMBULANCE BOAT/CONVEYER,LEGE-/SKYSSFARTØY,58,MØREJENTA
false,false,257191700,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,99,MØRESKYSS
false,false,259522000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,75,MØRETIND
false,false,257085840,6A,FISHING/HUNTING VESSEL:-UNSPECIFIED,FISKE/FANGSTFARTØY:-UBESTEMT,30,MORGENSTJERNE
false,false,257782600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,56,MORILD
false,false,257084450,,,,30,MORILD
false,false,257584900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,MORTEN
false,false,257628580,,,,37,MORVIL
false,false,257088960,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MOSTEIN
false,true,257273900,3H,WELL BOAT,BRØNNFARTØY,70,MOWI-STAR
false,true,257274284,3H,WELL BOAT,BRØNNFARTØY,70,MOWI-STAR
false,true,257273868,3H,WELL BOAT,BRØNNFARTØY,99,MOWI-STAR
false,false,259019280,,,,60,MS NIKOLAI
false,false,257150700,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MULEN
false,false,258028680,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MULTI ARCTIC
false,false,259014960,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,MULTI COMMANDER
false,false,259014530,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MULTI ELECTRIC
false,false,257639000,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI ENERGY
false,false,259014540,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MULTI ENOVATION
false,false,259012100,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,MULTI EXPLORER
false,false,257053650,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI INNOVATOR
false,false,258026400,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MULTI NAVIGATOR
false,false,257128060,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI NORTH
false,false,258013330,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MULTI OCEAN
false,false,257527800,4K,GENERAL CARGO SHIP: - UNSPECIFIED,STYKKGODSSKIP: - UBESTEMT,52,MULTI PIONER
false,false,258004690,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI POWER
false,false,257060730,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI PROVIDER
false,false,258179000,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,75,MULTI SAFETY
false,false,257510500,4K,GENERAL CARGO SHIP: - UNSPECIFIED,STYKKGODSSKIP: - UBESTEMT,52,MULTI SERVER
false,false,257128100,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MULTI SUPPORTER
false,false,258000060,,,,70,MULTI TRULS
false,false,258012800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,MULTI VISION
false,false,257126140,,,,40,MULTIND
false,false,257076900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,MUNIN
false,false,257018900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,MUNIN
false,false,257214600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,MW45
false,false,257032030,,,,47,MY NATTA E OVER
false,false,257241500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MYKEN
false,false,257016900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MYLINGEN
false,false,257587500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,MYREBAS
false,false,257010880,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,MYSIL
false,false,257029950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,NÆRØYSUND
false,false,257902800,,,,79,NAEROYVAERINGEN
false,false,257113320,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,NÆSSFLU
false,false,257891500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,NAMDALINGEN
false,true,258364000,3H,WELL BOAT,BRØNNFARTØY,70,NAMSOS
false,true,258372192,3H,WELL BOAT,BRØNNFARTØY,75,NAMSOS
false,false,257975800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NANNA
false,false,257601500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,NATALIE
false,false,257080190,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NATALY
false,false,276742000,,,,35,NATO WARSHIP M314
false,false,257150900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,NAUTILUS
false,false,257039700,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,31,NAUTILUS ALDRA
false,false,258283000,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,31,NAUTILUS BALDER
false,false,258269500,9E1,BARGE,LEKTER,33,NAUTILUS MAXI
false,false,259464000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,32,NAUTILUS SURVEY
false,false,257811600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,NAVIGO
false,true,257534500,3H,WELL BOAT,BRØNNFARTØY,79,NAVØY
false,false,257346500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NEMI
false,false,258999170,,,,60,NEMO
false,false,257070350,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,54,NEMO
false,false,257200640,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,NEMO
false,true,257346900,3H,WELL BOAT,BRØNNFARTØY,70,NEPTUN
false,false,257530800,,,,79,NEPTUN
false,false,257079000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NESEGUTTEN
false,false,257099140,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NESHEIM
false,false,259004850,,,,60,NESOEYGUTT
false,false,257801800,5B,PASSENGER SHIP/CRUISE SHIP,PASSASJERSKIP/FERGER: PASSASJER/CRUISE,65,NESØY
false,false,257050010,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NEVERFJORD
false,false,258688000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,33,NIKLAS
false,true,257218000,3H,WELL BOAT,BRØNNFARTØY,99,NIMROD
false,false,257036440,,,,34,NINA
false,false,257007390,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NINA MARI
false,false,257892900,,,,70,NIPOEY
false,false,259019120,,,,40,NITRO
false,false,257390500,8I,SPECIALIZED VESSEL FOR OIL PROTECTION,SPESIALSKIP: OLJEVERN,34,NITROX
false,false,257000180,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NJORD
false,false,257943800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NJORD
false,false,258209500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NJORD
false,false,259034450,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NJORD
false,false,258029800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NJORD
false,false,257817700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,NJORD
false,false,257091760,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NJORD
false,false,257993800,8K1,DRY FODDER BOAT,FORINGSBÅT,99,NJORD
false,false,257125940,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,NJORD
false,true,257930000,3H,WELL BOAT,BRØNNFARTØY,99,NJORD PIONER
false,true,257435900,3H,WELL BOAT,BRØNNFARTØY,99,NJORD VIKING
false,false,257129240,,,,70,NOETNES
false,false,992571073,,,,90,NOFO DRIFTER 101943
false,false,244091000,,,,36,NOORDERLICHT
false,false,877227551,,,,35,NOR ARMY PATROL 02
false,false,877227587,,,,35,NOR ARMY PATROL 06
false,false,257399000,7A1,TUG,SLEPEBÅT,52,NOR SLEP
false,false,630001042,,,,80,NOR STAR
false,false,257094300,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NORA
false,false,257073490,,,,60,NORA
false,false,214182023,,,,70,NORA THOMSEN
false,false,258648000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,NORBRIS
false,false,257123990,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,49,NORCAT SEA
false,false,251339110,,,,9,NORD
false,false,257031650,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDAL
false,false,257191020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDAVIND
false,false,257057010,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NORDBJØRN 
false,false,257382900,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,NORDBRIS
false,false,258238000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDFISK
false,false,258343000,5C,CAR FERRY,PASSASJERSKIP/FERGER: BIL,60,NORDFJORD
false,false,257052600,,,,30,NORDGRUNN
false,false,257062150,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDHAVET
false,false,257163140,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,NORDHOLMEN
false,false,259399000,5B1,PASSENGER SHIP,PASSASJERSKIP,60,NORDIC AURORA
false,false,257660700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,NORDIC FJORD 
false,false,257602900,5K1,SMALL CAPACITY PASSENGER SHIPS & FERRIES,FARTØY MED BEGRENSET PASSASJERBEFORDRING,60,NORDIC LADY
false,false,257011800,5B1,PASSENGER SHIP,PASSASJERSKIP,60,NORDIC LADY
false,true,257524900,3H,WELL BOAT,BRØNNFARTØY,70,NORDIC SEA
false,false,258103500,5K,OTHER SMALL PASS.SHIPS/FERRIES/AMBULANCE,ANDRE SMÅ PASSASJERSKIP/FERGE/LEGE/SKYSS,60,NORDIC SKY
false,false,258104000,8B,SPECIALIZED VESSEL FOR CABLE LAYING,SPESIALSKIP: KABEL,33,NORDKABEL
false,false,258208440,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,NORDLYS
false,false,258033200,,,,99,NORDNES
false,false,257891900,,,,70,NORDOEY
false,false,257055560,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,NORDØY
false,false,258098000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDSILD
false,false,257460500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDSILD
false,false,257035960,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDSJØBAS
false,false,257066870,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,30,NORDSKAG
false,false,257070440,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDSØ
false,false,257035920,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDSTRAND
false,false,258194500,7K1,DIVER SHIP,DYKKERFARTØY,52,NORDSUND
false,false,257267000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,NORDTIND
false,false,257782000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,NORHEIM
false,false,257060480,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,NORHEIMSUND RIB 1
false,false,257129660,,,,60,NORHEIMSUND RIB 2
false,false,258656000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,NORHOLM
false,false,259143000,4F,CONTAINER SHIP,STYKKGODSSKIP: CONTAINER,70,NORJARL
false,false,257468000,7D,OFFSHORE VESSEL,OFFSHORESKIP,90,NORMAND DROTT
false,false,258594000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,NORMAND FRONTIER
false,false,257463000,7D,OFFSHORE VESSEL,OFFSHORESKIP,52,NORMAND PROSPER
false,false,257311000,7D3,CONSTRUCTION VESSEL,KONSTRUKSJONSSKIP,90,NORMAND SAMSON
false,false,257282000,7D,OFFSHORE VESSEL,OFFSHORESKIP,90,NORMAND SAPPHIRE
false,false,259827000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,52,NORMAND SIGMA
false,false,258763000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,NORNE
false,false,257035440,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,NORSTRAUM
false,false,982570059,,,,56,NORTH BARENTS DAUGHT
false,false,258895000,7D1,SUPPLY VESSEL,FORSYNINGSSKIP,70,NORTH POMOR
false,false,257504700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,NORTH TUG
false,false,257219000,6C,SEALER/WHALER,FISKE/FANGSTFARTØY: SELFANGER/HVALFANGER,30,NORTHEASTERN
false,false,265760070,,,,80,NORTHERN KATTEGAT
